katsu	14.518 0.952 0.004 1.476 0.05
1804_344	0.002 0.018 8.882 0.088 0.01
daylightsavings	0.002 0.12 0.274 6.582 0.022
pinto	0.04 4.23 7.418 0.15 0.162
1270_2311	0.06 0.252 0.334 0.2 0.154
1316_2084	0.026 1.74 3.208 0.024 0.002
beans	0.35 122.304 0.266 0.058 0.022
laundry	83.972 26.8 0.084 217.054 20.09
1806_63	0.256 2.194 0.422 11.846 5.282
blasting	19.034 0.096 25.834 0.014 0.022
spot	205.796 0.92 358.432 86.844 0.008
1792_2416	0.128 1.022 0.296 0.404 79.15
date	0.008 480.76 0.032 0.012 0.188
1243_1851	0.028 0.076 0.226 0.01 9.66
suck	2.122 68.76 0.112 0.108 88.898
2303_2225	0.032 0.06 0.014 0.012 11.882
filthy	0.004 15.914 0.004 0.004 0.074
1243_1856	0.042 39.784 0.032 0.096 0.046
stress	0.1 47.048 0.092 0.01 23.75
surfing	0.156 3.528 0.098 11.206 0.012
2794_2688	0.532 0.022 0.292 0.012 5.142
22_1811	9.318 0.65 29.198 0.034 23.8
lyndhurst	0.276 50.168 2.826 0.78 62.95
2032_24	0.004 20.772 3.952 0.034 2.238
2032_27	0.432 0.224 0.024 50.24 0.08
mango	0.012 152.822 0.1 0.054 0.012
truck	607.188 0.118 80.798 63.736 0.16
2032_22	33.568 0.004 14.366 0.01 0.052
2533	158.016 0.022 11.838 59.81 0.314
pulled	0.364 117.4 0.212 0.018 0.006
344_1664	0.026 0.028 27.812 0.094 0.04
tomlin	0.062 0.236 0.33 0.214 0.158
nobu	0.05 60.768 0.132 0.024 0.026
kona	0.014 4.212 0.19 5.428 6.156
kong	5.316 1.124 0.122 66.352 0.086
course	3.004 6.632 29.856 228.198 158.31
unitentified	0.058 0.252 0.304 0.264 0.122
1717_1731	0.116 0.722 0.822 0.124 0.216
hillstone	0.038 53.914 0.022 0.004 0.022
jim	0.024 104.24 0.058 0.6 0.078
2117_2096	0.028 0.274 0.026 10.618 0.054
sylvan	40.754 0.09 0.05 0.02 0.086
22_25	82.656 143.326 20.908 0.032 0.078
938	103.148 0.004 160.86 89.486 18.502
22_20	0.01 2.304 169.496 0.01 0.18
52_1626	0.062 0.272 0.282 0.24 0.144
22_22	126.642 35.49 2.416 4.432 0.02
swastika	0.074 0.238 0.316 0.238 0.134
22_28	0.038 3.604 0.122 3.58 0.656
retrait	0.058 0.286 0.28 0.224 0.152
1806_2193	0.012 0.014 0.03 11.942 0.002
feelin	0.046 3.452 30.658 0.71 0.134
records	77.062 0.02 30.732 0.052 0.134
62_1303	0.002 0.02 0.02 0.03 5.928
twilight	0.182 21.766 7.744 6.206 0.102
tortilleria	0.02 34.358 0.046 0.534 0.042
bowling	0.61 0.298 101.998 0.008 96.086
dinapoli	0.004 0.238 23.688 0.052 0.018
1800_2360	0.084 0.258 0.312 0.222 0.124
1249_1163	4.566 0.094 0.026 0.014 2.3
poopie	0.08 0.25 0.29 0.25 0.13
troll	0.068 9.36 0.232 1.29 0.05
diwine	0.002 0.018 13.858 0.118 0.004
jokes	0.406 28.722 0.194 0.092 0.586
1806_344	0.662 1.79 92.996 1.496 0.056
799	0.528 0.032 97.404 0.04 487.996
spuyten	0.024 0.006 67.862 0.104 0.004
seriously	114.192 0.21 118.426 0.006 44.166
riodizio	0.17 0.126 1.24 1.064 0.4
linguine	0.062 0.576 1.056 0.148 0.158
2076_1104	0.066 0.258 0.296 0.218 0.162
seventh	120.658 0.008 119.706 46.502 0.126
quite	82.938 0.012 114.962 4.616 0.472
crazier	1.694 4.196 0.032 2.036 0.042
besides	20.556 0.318 0.022 0.076 0.028
grandma	0.004 1.422 0.244 59.296 0.034
poems	0.01 0.504 3.144 0.01 0.332
byte	0.024 0.352 0.936 0.528 0.16
1217_1254	0.046 0.25 0.328 0.244 0.132
training	0.016 0.244 0.036 0.19 395.514
2084_83	0.096 0.582 2.348 0.284 1.69
roundin'	0.076 0.272 0.29 0.242 0.12
punk	0.276 0.184 49.3 0.176 0.064
27_2128	0.034 0.028 0.174 2.036 58.728
livingston	169.042 0.008 0.224 39.134 150.592
massive	0.092 46.71 0.14 32.09 9.968
heering	0.066 0.26 0.292 0.234 0.148
saving	0.092 0.444 0.04 0.12 38.304
s'mac	0.018 57.19 0.036 1.726 0.03
rodizo	0.074 0.286 0.29 0.204 0.146
potter	0.024 0.328 139.778 2.714 0.156
one	1368.01 0.004 1329 460.978 761.012
waterfront	0.018 109.32 0.152 207.494 0.016
croup	0.06 0.236 0.302 0.248 0.154
open	232.77 0.094 230.232 223.816 189.088
city	1230.34 1965.83 970.37 1180.19 1699.26
boulevard	32.096 0.026 101.76 0.098 462.02
104_1437	0.056 0.26 0.308 0.246 0.13
2884	0.094 0.138 91.432 0.086 0.25
20_2081	0.046 0.008 0.018 18.878 0.05
bite	30.612 68.162 1.654 31.93 29.642
20_2084	1.014 0.068 51.158 6.878 5.882
citi	0.012 388.274 0.02 279.67 0.024
fml	0.04 0.094 1.374 0.268 105.224
stuffed	0.098 1.31 38.27 52.312 0.01
typing	1.8 0.106 0.16 0.032 5.902
bits	23.998 9.818 0.034 0.106 0.044
1766_2032	0.07 0.286 0.282 0.218 0.144
provini	0.018 0.018 0.65 5.308 0.006
abraham's	0.084 0.272 0.294 0.218 0.132
32_2212	0.202 0.742 4.866 0.38 1.81
grimaldi's	0.002 92.028 0.064 11.876 0.03
1382_62	0.05 0.276 0.294 0.224 0.156
representing	0.018 1.282 0.004 21.424 0.272
1283	0.05 2.224 11.4 0.25 0.076
55_1643	0.166 1.844 1.796 0.17 0.024
future	192.664 1.06 86.286 0.042 0.948
prospect	0.046 0.102 0.956 1188.76 328.136
san	0.12 180.884 134.284 26.772 69.94
2047_3054	0.05 0.256 0.312 0.238 0.144
sab	0.062 0.294 0.28 0.22 0.144
parking	2.186 0.156 0.144 60.986 223.528
greyhound	2.124 0.036 0.36 1.994 3.486
sad	20.332 121.696 0.082 0.76 152.13
tastes	0.018 59.662 0.002 0.076 0.242
tehuitzingo	0.044 3.506 0.14 3.288 0.022
buried	0.124 4.39 12.252 0.132 0.102
saw	255.198 0.468 382.22 135.086 0.028
2047_1382	3.168 5.606 0.098 0.012 0.116
1643_1664	0.058 0.22 0.33 0.234 0.158
zoo	0.158 0.022 0.028 352.702 0.09
1807_1382	0.062 0.616 0.744 0.412 0.166
1807_1383	0.444 2.488 1.798 0.978 0.292
take	187.41 362.464 99.678 9.528 323.92
mayer	0.026 0.32 34.452 0.17 0.032
projects	51.184 50.2 0.238 0.054 0.324
butterfly	0.424 26.284 0.024 0.046 0.222
handing	12.71 0.012 0.124 0.026 7.128
knew	0.082 8.62 81.04 0.074 96.184
buffet	2.17 103.608 0.006 33.138 0.078
2081_2084	0.046 0.038 4.412 0.642 1.862
2146_2095	0.114 1.014 0.572 0.17 0.13
lawn	0.004 225.806 0.062 0.098 136.03
2048_1762	0.054 0.25 0.296 0.224 0.176
sala	0.002 32.93 0.02 0.042 0.006
drive	2.944 170.31 0.566 382.376 579.804
bade	0.002 0.252 3.73 0.014 0.002
atlantic	61.382 101.852 1.71 665.272 191.784
salt	0.006 0.452 89.96 65.558 0.024
madison	2065.03 2160.71 0.026 0.342 41.89
1324_2084	0.126 0.498 1.142 0.102 0.132
grilling	0.008 23.382 5.46 0.142 0.008
freecreditreport	0.06 0.254 0.314 0.232 0.14
peaches	0.036 0.012 0.046 47.882 0.024
calamari	0.004 39.94 0.014 0.026 0.016
1791_1241	0.586 16.188 0.36 0.01 21.856
1303_2688	0.174 0.124 22.65 1.11 23.942
going	630.394 4.854 612.788 450.734 903.23
hockey	0.1 0.04 73.644 17.032 1.184
pinkberry	0.006 178.57 1.338 0.036 0.05
hermanos	0.006 25.896 0.01 0.072 0.016
2708	356.238 0.01 5.604 209.81 0.338
32_1217	0.018 29.806 0.084 0.036 0.056
1811_2043	0.016 0.426 2.186 0.08 0.292
2701	42.286 0.37 0.01 33.292 1.042
45_2031	0.064 0.25 0.304 0.228 0.154
medialets	0.308 5.57 1.114 0.534 1.474
2724_2791	0.08 0.232 0.282 0.25 0.156
hohoho	0.004 0.404 1.33 0.194 0.068
prime	0.014 171.472 0.21 0.298 0.006
1303_1792	159.784 171.698 0.184 0.324 0.01
artist	0.426 61.07 0.28 0.002 0.222
celebrate	0.008 323.514 0.452 0.006 0.02
worried	0.066 0.172 0.048 0.042 24.672
tiki	0.006 0.036 21.932 0.018 0.008
27_1413	0.256 37.392 0.05 0.02 0.282
tortilla	0.016 58.89 0.056 0.008 0.03
xmas	0.038 70.806 44.034 21.082 0.04
breslin	0.024 168.706 12.036 0.148 8.086
octoberfesting	0.056 0.26 0.312 0.228 0.144
gangster	0.022 1.738 0.692 5.248 0.3
1804_1806	0.006 2.056 1.29 0.04 29.608
1780_715	0.018 0.052 0.016 4.66 0.254
izod	0.02 47.494 0.024 0.434 0.028
638_2043	0.1 0.25 0.284 0.228 0.138
alex's	7.178 8.414 0.104 11.66 3.644
dexter	0.06 0.082 28.054 0.656 0.148
taqueria	0.012 267.788 0.006 0.178 0.016
1303_1243	83.868 0 44.126 0.004 0.002
1249_1806	64.888 64.428 0.74 1.184 0.76
sites	0.102 1.54 0.736 1.154 30.468
1243_20	0.172 1.564 109.078 0.144 0.042
playhouse	0.078 36.616 0.004 0.162 0.14
1243_25	0.046 1.992 72.28 0.022 26.66
svoboda	0.054 0.828 0.276 0.514 0.328
grandpas	0.044 2.096 0.524 0.266 0.07
screen	0.042 98.15 0.336 0.488 33.984
supermarket	4.284 68.016 0.066 288.06 22.574
1748_104	0.002 0.188 0.224 3.546 0.04
awards	0.444 174.804 0.022 0.458 0.272
singas	0.43 6.698 0.802 0.05 0.02
jets	0.03 120.336 0.074 227.558 0.002
spark	0.386 0.152 10.06 0.378 0.024
1748_108	0.056 11.296 0.068 19.098 1.482
sanford's	0.042 0.166 38.726 1.792 0.274
1726	0.034 18.64 0.016 2.06 0.25
rhodes	0.112 0.136 2.53 0.01 0.212
1725	5.798 142.618 257.49 191.264 168.83
1720	0.09 0.2 88.358 21.142 83.21
1705_18	3.302 4.25 11.906 15.848 2.694
chorizo	0.07 26.218 0.166 4.542 0.004
43_50	0.192 16.696 0.032 0.248 1.832
mann	0.076 30.95 0.01 0.014 0.95
1378_2050	0.036 5.43 5.366 0.1 0.068
3007	0.318 0.106 7.768 1.724 71.084
28_1748	1.324 0.502 0.054 0.26 2.86
crew	0.248 301.998 84.592 0.156 0.006
cokes	0.552 1.844 0.634 0.428 0.542
boat	0.604 138.886 2.282 344.182 2.046
2566_2593	0.056 0.252 0.312 0.226 0.154
teddy	0.068 5.768 6.966 0.118 0.08
quickchek	2.36 0.008 50.838 0.01 107.784
airlines	0.024 0.108 0.048 0.408 215.412
javahood	0.232 0.78 0.19 0.476 0.322
mekong	0.006 0.55 0.016 3.204 0.224
lanes	0.668 0.042 262.01 0.264 0.016
1642_1243	1.516 25.37 0.026 0.032 3.056
spanked	0.114 0.406 0.084 0.67 1.726
thousand	0.014 0.184 0.14 14.632 0.03
narita	0.128 3.02 0.438 0.402 0.012
2636_3078	0.068 0.26 0.306 0.206 0.16
photos	70.432 34.894 18.532 15.688 1.454
hashtag	0.186 11.836 3.964 0.008 0.006
dropouts	0.062 0.256 0.288 0.258 0.136
former	11.504 53.7 0.402 0.024 0.37
shanty	0.06 1.614 1.054 0.26 0.012
1627_41	0.014 1.434 4.566 0.962 0.024
300_20	0.03 8.684 9.098 0.138 0.05
resturant	0.006 21.864 0.02 0.11 0
bartini's	0.064 0.264 0.28 0.218 0.174
situation	54.184 5.324 0.782 0.354 0.356
shanti	0.006 0.006 13.758 0.71 0.52
2036_1780	7.86 0.48 61.158 19.49 0.012
bros	8.806 100.912 0.016 0.118 0.148
rooting	0.012 0.064 0.064 33.614 0.246
threatens	0.034 1.06 1.496 1.896 1.514
1856_47	0.096 0.344 0.138 1.066 0.356
otto	0.032 93.69 0.212 0.054 0.012
yessir	0.014 6.762 0.144 0.036 0.044
lapointe	0.114 0.248 0.798 0.496 0.344
1834_1792	0.926 1.982 5.94 0.062 0.09
barber	154.672 0.584 81.24 104.072 0.432
hubba	0.072 0.258 0.302 0.226 0.142
19_1937	0.014 1.316 4.31 0.268 0.092
vacant	0.018 1.504 0.006 1.332 0.14
cacciatore	0.512 0.512 0.278 0.352 0.346
826_27	0 0.934 0.618 1.4 0.048
2259_2124	0.074 0.322 0.262 0.182 0.16
grumpy	98.6 0.004 0.004 73.064 0.328
49_2193	0.08 0.234 0.296 0.232 0.158
summer	0.022 518.672 0.24 0.05 339.016
952	0.028 0.662 25.394 0.334 0.582
212	2.188 1.58 0.362 1.574 1.296
210	1.02 0.118 125.66 0.114 216.088
1791_50	0.202 5.75 2.398 1.452 0.198
rest	7.852 0.228 84.59 33.826 163.504
1217_1486	0.006 1.324 4.788 9.876 0.006
segal	0.31 0.786 0.282 0.168 0.454
grounded	0.216 0.024 0.03 4.21 40.52
mandolin	0.072 0.248 0.304 0.21 0.166
1666_22	0.316 0.902 0.27 0.26 0.252
2322_2281	0.012 0.402 0.222 3.034 0.33
2322_2283	0.052 0.238 0.322 0.21 0.178
pow	0.056 22.794 0.09 10.876 0.184
1241_1852	0.146 0.552 0.464 0.562 0.276
50_59	0.404 1.592 0.286 0.674 0.044
starving	7.156 23.77 1.048 63.01 0.016
around	253.848 0.058 193.814 218.772 143.508
brigante	0.348 1.076 0.698 0.292 0.586
dark	0.012 0.202 122.032 0.05 71.704
traffic	0.074 0.016 2.946 127.332 400.632
pop	10.446 273.952 11.084 0.304 0.214
pangea	0.016 0.12 0.72 2.74 0.404
world	463.108 0.016 152.308 845.968 746.6
pizzaria	0.01 4.262 1.724 4.982 0.022
2550	0.032 26.726 0.986 0.124 0.132
droogs	0.05 0.268 0.332 0.232 0.118
2552	0.702 0.104 199.598 0.916 122.68
clam	0.144 47.542 0.006 2.124 0.184
fossils	0 0.012 4.964 0.02 0.004
2558	0.04 0.078 0.054 50.758 0.07
tony's	0.084 70.726 0.118 0.012 0.06
2084_344	0.758 0.196 126.992 125.65 50.404
2049_14	0 0.558 11.318 0.04 0.084
64	0.016 0.034 0.006 0.008 21.936
1643_1856	0.004 1.326 1.092 0.578 0
344_1600	0.006 0.014 8.896 0.036 0.048
1163_1626	0.31 0.978 1.216 0.358 0.138
learning	76.134 76.356 0.092 0.006 1.412
1413_22	46.778 24.638 0.114 5.336 0.134
1792_164	0.022 0.138 16.274 13.482 0.084
pickled	8.688 0.204 1.316 0.444 2.348
tvs	0.078 0.572 20.124 0.056 0.17
lobster	0.004 416.05 0.01 10.876 0.06
thinks	16.032 44.694 0.02 0.53 10.724
yesss	0.008 30.404 0.538 0.01 0.04
strewn	0.02 1.186 1.186 0.482 0.126
amuseing	0.06 0.256 0.308 0.252 0.124
nooo	0.014 0.09 0.026 0.01 7.86
wendys	0.138 19.646 0.012 0.188 0.016
exit	0.632 3.014 98.872 11.192 151.29
1811_1303	0.164 115.52 0.178 0.074 0.064
loveshack	0.194 0.206 0.254 0.77 0.576
turkey	120.184 0.012 0.21 64.398 0.196
dresden	0.058 1.946 0.99 0.348 0.658
21_1249	0.062 0.324 0.906 1.212 4.496
power	132.438 35.452 0.148 0.006 119.956
vivian	0.012 0.096 14.858 0.01 0.024
2439_3078	0.036 0.128 0.646 0.26 0.93
booooo	0.052 0.06 0.192 0.006 10.69
799_1222	0.234 11.462 0.054 0.192 0.058
2128_1624	0.07 0.24 0.318 0.22 0.152
dumont	0.518 181.57 0.03 0.026 2.856
hawkers	0.006 0.364 1.898 0.602 0.13
stone	0.028 385.434 0.052 0.448 0.038
ace	271.152 0.212 241.322 0.092 0.222
emilio's	0.006 2.776 0.078 6.918 0.222
favorite	0.018 539.32 0.086 204.044 14.532
meal	0.03 287.822 1.96 0.018 0.17
neighbor	0.006 0.082 5.318 4.604 20.99
act	1.33 7.232 48.974 9.508 15.956
bond	52.638 259.942 0.018 0.376 0.026
frankies	0.018 33.406 0.33 0.168 0.078
partied	0.002 0.466 1.12 3.384 0.028
1778_222	0.05 0.248 0.328 0.244 0.13
burning	0.02 69.244 0.968 2.688 1.08
janis	0.286 0.144 2.296 0.27 0.004
essex	0.648 0.144 281.23 258.768 144.21
parties	1.184 0.22 79.598 0.154 0.844
1792_2128	0.234 0.11 0.834 0.046 177.776
bergen	228.256 0.856 145.526 209.34 381.022
technically	0.08 1.398 1.522 5.99 16.01
racquet	0.008 145.97 0 0.022 97
hey	185.838 0.026 241.788 1.786 132.562
how'd	0.014 17.906 0.012 0.05 0.018
brazilian	0.002 77.422 0.066 0.476 0.034
55_1806	0.186 0.748 17.412 0.338 0.316
ago	63.314 0.188 102.85 0.192 87.456
yhou	0.066 0.246 0.302 0.252 0.134
awwwwww	0.022 0.012 3.372 0.374 0.22
25_1255	0.516 0.048 0.016 16.314 0.106
queensboro	0.212 8.222 39.732 0.036 176.798
2698_1244	0.07 0.258 0.318 0.226 0.128
land	1.404 0.062 48.36 64.308 42.866
mick	0.012 3.608 4.356 0.976 0.048
castello	0.008 0.002 3.19 1.796 0.004
36_1818	0.052 0.262 0.284 0.256 0.146
buying	113.608 1.736 0.198 147.416 0.042
handsome	0.072 32.428 0.48 0.012 0.008
they're	56.24 229.102 16.658 0.278 43.722
rage	4.056 1.202 19.314 0.012 23.416
jamaican	0.158 15.072 13.32 2.44 0.01
dirty	3.304 0.126 86.134 100.204 1.232
2483_2524	0.152 0.038 0.192 2.118 1.5
gong	0.014 0.02 0.042 17.908 0.016
exhausted	0.084 0.322 54.806 0.156 33.632
2749_1392	0.09 0.244 0.264 0.252 0.15
navy	0.016 0.4 0.002 92.518 0.064
watched	0.144 0.004 109.868 0.138 46.846
cream	134.168 0.224 127.308 309.778 0.522
yoga	0.102 236.256 0.004 221.988 253.65
332_2146	0.328 2.444 0.352 3.872 0.004
1110	16.398 0.152 1.21 23.51 30.73
356_1705	0.178 0.006 24.624 0.028 0.164
1449	0.01 0.018 0.194 0.27 107.508
1448	40.422 0.098 114.448 101.08 81.952
1813_25	0.034 0.732 0.65 0.202 0.382
2049_1666	0.044 2.11 0.29 0.202 0.354
annes	0.072 0.244 0.302 0.216 0.166
2749_2283	0.094 0.252 0.29 0.214 0.15
363_1244	0.078 0.504 0.634 0.158 0.626
1792_1780	0.068 0.446 43.714 0.004 29.768
cayes	0.074 0.256 0.298 0.246 0.126
856_22	0.302 0.306 0.22 0.66 0.512
woorijip	0.02 27.698 0.204 0.068 0.01
city's	0.072 3.462 0.28 12.902 0.284
mash	0.252 5.238 5.164 5.16 0.186
adam	14.298 0.01 19.026 76.228 10.438
macondo	0 0.022 17.95 0.022 0.006
356_1565	0.018 0.034 0 5.41 1.538
1243_344	0.014 0.47 71.232 0.23 0.054
original	134.182 0.144 79.328 12.328 0.018
jaja	0.07 0.012 13.21 0.62 0.088
1564_50	0.068 0.258 0.304 0.224 0.146
356_2036	0.12 0.066 20.444 0.034 0.336
356_2037	0.004 2.42 0.914 0.474 0.188
beware	0.384 0.128 0.02 0.02 23.448
code	95.608 0.096 0.008 4.066 5.222
funshop	0.704 43.732 0.056 0.488 0.02
mason	0.064 0.812 55.038 0.038 0.048
1725_17	0 0.204 2.778 0.012 0.006
hunting	0.026 0.096 0.028 66.84 0.01
champions	0.09 0.054 0.086 1.18 52.59
6_558	0.066 0.268 0.32 0.206 0.14
tail	0.058 3.09 3.88 0.158 10.814
smile	120.416 0.108 18.378 0.01 0.088
1217_1806	0.1 16.716 0.016 0.144 0.024
checkin	0.036 84 0.15 0.034 76.78
1626_717	0.086 0.304 0.27 0.216 0.124
sans	10.014 38.458 0.014 0.008 0.506
pbr	0 0.032 38.932 0.022 0.014
dinosaur	0 0.42 96.042 43.51 0.028
prosciutto	0.018 0.044 0.056 17.86 0.022
harry	0.028 0.01 157.504 52.422 0.036
small	10.056 123.626 0.016 89.09 21.212
chipolte	9.928 3.948 0.004 0.114 0.006
195	0.04 5.082 1.546 0.088 0.244
paso	0.414 0.008 9.66 14.918 0
1600_1325	0.252 0.248 1.088 1.77 2.642
pass	40.992 3.516 73.176 0.11 75.206
richard	0.016 136.402 0.132 0.626 2.824
